City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Description
525,Manokwari,-0.8667,134.0833,84.04,68,100,9.06,ID,2022-01-30 03:20:58,overcast clouds
526,Mugur-Aksy,50.35,90.5,-2.34,73,9,4.81,RU,2022-01-30 03:20:50,clear sky
527,Pemangkat,1.1667,108.9667,80.02,79,100,3.06,ID,2022-01-30 03:18:38,overcast clouds
528,De-Kastri,51.4667,140.7833,-2.58,85,18,8.9,RU,2022-01-30 03:20:58,few clouds
529,Merritt Island,28.5392,-80.672,43.99,59,0,5.75,US,2022-01-30 03:20:59,clear sky
530,Santa Isabel,-23.3156,-46.2214,69.1,98,100,2.33,BR,2022-01-30 03:20:59,overcast clouds
531,Nogliki,51.8333,143.1667,1.0,79,91,8.3,RU,2022-01-30 03:21:00,overcast clouds
532,Ugoofaaru,5.6667,73.0,82.35,68,93,15.35,MV,2022-01-30 03:21:00,overcast clouds
533,Bilma,18.6853,12.9164,53.82,25,0,11.12,NE,2022-01-30 03:21:01,clear sky
534,Ustka,54.5805,16.8619,39.78,67,92,43.58,PL,2022-01-30 03:21:02,overcast clouds
535,Qeshm,26.9581,56.2719,58.89,65,0,7.18,IR,2022-01-30 03:21:02,clear sky
536,Ornskoldsvik,63.2909,18.7153,26.42,93,100,16.11,SE,2022-01-30 03:21:03,overcast clouds
537,Mpwapwa,-6.35,36.4833,64.06,98,100,2.06,TZ,2022-01-30 03:21:03,overcast clouds
538,Barra Do Corda,-5.5,-45.25,69.22,98,51,2.3,BR,2022-01-30 03:21:04,broken clouds
539,Magaria,12.9983,8.9099,56.86,17,64,9.69,NE,2022-01-30 03:21:04,broken clouds
540,Labrea,-7.2586,-64.7981,71.11,99,100,2.01,BR,2022-01-30 03:21:05,overcast clouds
541,Hirosaki,40.5931,140.4725,30.61,79,100,15.05,JP,2022-01-30 03:17:55,light snow
542,Cotonou,6.3654,2.4183,76.98,78,16,2.3,BJ,2022-01-30 03:21:05,dust
543,Ila,63.4305,10.3705,37.96,88,89,7.0,NO,2022-01-30 03:21:06,light snow
544,Mabua,9.8089,125.4422,82.11,76,17,2.84,PH,2022-01-30 03:21:07,few clouds
545,Isla Mujeres,21.2311,-86.731,60.85,65,95,15.39,MX,2022-01-30 03:21:07,overcast clouds
546,Perbaungan,3.5679,98.956,86.11,78,94,5.77,ID,2022-01-30 03:21:08,overcast clouds
547,Arlit,18.7369,7.3853,59.18,17,4,5.57,NE,2022-01-30 03:21:08,clear sky
548,Agadir,30.4202,-9.5982,68.45,30,0,26.82,MA,2022-01-30 03:21:09,clear sky
549,Filadelfia,39.9523,-75.1638,17.49,49,40,5.99,US,2022-01-30 03:17:07,scattered clouds
550,San Rafael,-34.6177,-68.3301,77.65,42,19,1.79,AR,2022-01-30 03:22:10,few clouds
551,Lokoja,7.8024,6.743,70.45,22,28,3.31,NG,2022-01-30 03:22:13,scattered clouds
552,Araouane,18.9048,-3.5265,69.04,12,63,13.98,ML,2022-01-30 03:22:13,broken clouds
553,Calafell,41.2,1.5683,51.98,35,0,5.82,ES,2022-01-30 03:22:14,clear sky
